x_rd,y_rd
81880.25,449644.25
81880.75,449644.25
81881.25,449644.25
81881.75,449644.25
81882.25,449644.25
81882.75,449644.25
81883.25,449644.25
81883.75,449644.25
81884.25,449644.25
81884.75,449644.25
81885.25,449644.25
81885.75,449644.25
81886.25,449644.25
81886.75,449644.25
81887.25,449644.25
81887.75,449644.25
81888.25,449644.25
81888.75,449644.25
81889.75,449644.25
81875.75,449643.75
81876.25,449643.75
81876.75,449643.75
81877.25,449643.75
81877.75,449643.75
81878.25,449643.75
81878.75,449643.75
81879.25,449643.75
81879.75,449643.75
81880.25,449643.75
81880.75,449643.75
81881.25,449643.75
81881.75,449643.75
81882.25,449643.75
81882.75,449643.75
81883.25,449643.75
81883.75,449643.75
81884.25,449643.75
81884.75,449643.75
81885.25,449643.75
81885.75,449643.75
81886.25,449643.75
81886.75,449643.75
81887.25,449643.75
81887.75,449643.75
81888.25,449643.75
81888.75,449643.75
81890.25,449643.75
81874.75,449643.25
81875.25,449643.25
81875.75,449643.25
81876.25,449643.25
81876.75,449643.25
81877.25,449643.25
81877.75,449643.25
81878.25,449643.25
81878.75,449643.25
81879.25,449643.25
81879.75,449643.25
81880.25,449643.25
81880.75,449643.25
81881.25,449643.25
81881.75,449643.25
81882.25,449643.25
81882.75,449643.25
81883.25,449643.25
81883.75,449643.25
81884.25,449643.25
81884.75,449643.25
81885.25,449643.25
81885.75,449643.25
81886.25,449643.25
81886.75,449643.25
81887.25,449643.25
81887.75,449643.25
81888.25,449643.25
81888.75,449643.25
81889.25,449643.25
81874.25,449642.75
81874.75,449642.75
81875.25,449642.75
81875.75,449642.75
81876.25,449642.75
81876.75,449642.75
81877.25,449642.75
81877.75,449642.75
81878.25,449642.75
81878.75,449642.75
81879.25,449642.75
81879.75,449642.75
81880.25,449642.75
81880.75,449642.75
81881.25,449642.75
81881.75,449642.75
81882.25,449642.75
81882.75,449642.75
81883.25,449642.75
81883.75,449642.75
81884.25,449642.75
81884.75,449642.75
81885.25,449642.75
81885.75,449642.75
81886.25,449642.75
81886.75,449642.75
81887.25,449642.75
81887.75,449642.75
81888.25,449642.75
81888.75,449642.75
81889.25,449642.75
81889.75,449642.75
81873.25,449642.25
81873.75,449642.25
81874.25,449642.25
81874.75,449642.25
81875.25,449642.25
81875.75,449642.25
81876.25,449642.25
81876.75,449642.25
81877.25,449642.25
81877.75,449642.25
81878.25,449642.25
81878.75,449642.25
81879.25,449642.25
81879.75,449642.25
81880.25,449642.25
81880.75,449642.25
81881.25,449642.25
81881.75,449642.25
81882.25,449642.25
81882.75,449642.25
81883.25,449642.25
81883.75,449642.25
81884.25,449642.25
81884.75,449642.25
81885.25,449642.25
81885.75,449642.25
81886.25,449642.25
81886.75,449642.25
81887.25,449642.25
81887.75,449642.25
81888.25,449642.25
81888.75,449642.25
81889.25,449642.25
81889.75,449642.25
81872.25,449641.75
81872.75,449641.75
81873.25,449641.75
81873.75,449641.75
81874.25,449641.75
81874.75,449641.75
81875.25,449641.75
81875.75,449641.75
81876.25,449641.75
81876.75,449641.75
81877.25,449641.75
81877.75,449641.75
81878.25,449641.75
81878.75,449641.75
81879.25,449641.75
81879.75,449641.75
81880.25,449641.75
81880.75,449641.75
81881.25,449641.75
81881.75,449641.75
81882.25,449641.75
81882.75,449641.75
81883.25,449641.75
81883.75,449641.75
81884.25,449641.75
81884.75,449641.75
81885.25,449641.75
81885.75,449641.75
81886.25,449641.75
81886.75,449641.75
81887.25,449641.75
81887.75,449641.75
81888.25,449641.75
81888.75,449641.75
81889.25,449641.75
81889.75,449641.75
81890.25,449641.75
81871.25,449641.25
81871.75,449641.25
81872.25,449641.25
81872.75,449641.25
81873.25,449641.25
81873.75,449641.25
81874.25,449641.25
81874.75,449641.25
81875.25,449641.25
81875.75,449641.25
81876.25,449641.25
81876.75,449641.25
81877.25,449641.25
81877.75,449641.25
81878.25,449641.25
81878.75,449641.25
81879.25,449641.25
81879.75,449641.25
81880.25,449641.25
81880.75,449641.25
81881.25,449641.25
81881.75,449641.25
81882.25,449641.25
81882.75,449641.25
81883.25,449641.25
81883.75,449641.25
81884.25,449641.25
81884.75,449641.25
81885.25,449641.25
81885.75,449641.25
81886.25,449641.25
81886.75,449641.25
81887.25,449641.25
81887.75,449641.25
81888.25,449641.25
81888.75,449641.25
81889.25,449641.25
81889.75,449641.25
81890.25,449641.25
81868.75,449640.75
81870.25,449640.75
81870.75,449640.75
81871.25,449640.75
81871.75,449640.75
81872.25,449640.75
81872.75,449640.75
81873.25,449640.75
81873.75,449640.75
81874.25,449640.75
81874.75,449640.75
81875.25,449640.75
81875.75,449640.75
81876.25,449640.75
81876.75,449640.75
81877.25,449640.75
81877.75,449640.75
81878.25,449640.75
81878.75,449640.75
81879.25,449640.75
81879.75,449640.75
81880.25,449640.75
81880.75,449640.75
81881.25,449640.75
81881.75,449640.75
81882.25,449640.75
81882.75,449640.75
81883.25,449640.75
81883.75,449640.75
81884.25,449640.75
81884.75,449640.75
81885.25,449640.75
81885.75,449640.75
81886.25,449640.75
81886.75,449640.75
81887.25,449640.75
81887.75,449640.75
81888.25,449640.75
81888.75,449640.75
81889.25,449640.75
81889.75,449640.75
81890.25,449640.75
81890.75,449640.75
81869.75,449640.25
81870.25,449640.25
81870.75,449640.25
81871.25,449640.25
81871.75,449640.25
81872.25,449640.25
81872.75,449640.25
81873.25,449640.25
81873.75,449640.25
81874.25,449640.25
81874.75,449640.25
81875.25,449640.25
81875.75,449640.25
81876.25,449640.25
81876.75,449640.25
81877.25,449640.25
81877.75,449640.25
81878.25,449640.25
81878.75,449640.25
81879.25,449640.25
81879.75,449640.25
81880.25,449640.25
81880.75,449640.25
81881.25,449640.25
81881.75,449640.25
81882.25,449640.25
81882.75,449640.25
81883.25,449640.25
81883.75,449640.25
81884.25,449640.25
81884.75,449640.25
81885.25,449640.25
81885.75,449640.25
81886.25,449640.25
81886.75,449640.25
81887.25,449640.25
81887.75,449640.25
81888.25,449640.25
81888.75,449640.25
81889.25,449640.25
81889.75,449640.25
81890.25,449640.25
81890.75,449640.25
81868.75,449639.75
81869.25,449639.75
81869.75,449639.75
81870.25,449639.75
81870.75,449639.75
81871.25,449639.75
81871.75,449639.75
81872.25,449639.75
81872.75,449639.75
81873.25,449639.75
81873.75,449639.75
81874.25,449639.75
81874.75,449639.75
81875.25,449639.75
81875.75,449639.75
81876.25,449639.75
81876.75,449639.75
81877.25,449639.75
81877.75,449639.75
81878.25,449639.75
81878.75,449639.75
81879.25,449639.75
81879.75,449639.75
81880.25,449639.75
81880.75,449639.75
81881.25,449639.75
81881.75,449639.75
81882.25,449639.75
81882.75,449639.75
81883.25,449639.75
81883.75,449639.75
81884.25,449639.75
81884.75,449639.75
81885.25,449639.75
81885.75,449639.75
81886.25,449639.75
81886.75,449639.75
81887.25,449639.75
81887.75,449639.75
81888.25,449639.75
81888.75,449639.75
81889.25,449639.75
81889.75,449639.75
81890.75,449639.75
81891.25,449639.75
81867.75,449639.25
81868.25,449639.25
81868.75,449639.25
81869.25,449639.25
81869.75,449639.25
81870.25,449639.25
81870.75,449639.25
81871.25,449639.25
81871.75,449639.25
81872.25,449639.25
81872.75,449639.25
81873.25,449639.25
81873.75,449639.25
81874.25,449639.25
81874.75,449639.25
81875.25,449639.25
81875.75,449639.25
81876.25,449639.25
81876.75,449639.25
81877.25,449639.25
81877.75,449639.25
81878.25,449639.25
81878.75,449639.25
81879.25,449639.25
81879.75,449639.25
81880.25,449639.25
81880.75,449639.25
81881.25,449639.25
81881.75,449639.25
81882.25,449639.25
81882.75,449639.25
81883.25,449639.25
81883.75,449639.25
81884.25,449639.25
81884.75,449639.25
81885.25,449639.25
81885.75,449639.25
81886.25,449639.25
81886.75,449639.25
81887.25,449639.25
81887.75,449639.25
81888.25,449639.25
81888.75,449639.25
81889.75,449639.25
81890.25,449639.25
81890.75,449639.25
81867.25,449638.75
81867.75,449638.75
81868.25,449638.75
81868.75,449638.75
81869.25,449638.75
81869.75,449638.75
81870.25,449638.75
81870.75,449638.75
81871.25,449638.75
81871.75,449638.75
81872.25,449638.75
81872.75,449638.75
81873.25,449638.75
81873.75,449638.75
81874.25,449638.75
81874.75,449638.75
81875.25,449638.75
81875.75,449638.75
81876.25,449638.75
81876.75,449638.75
81877.25,449638.75
81877.75,449638.75
81878.25,449638.75
81878.75,449638.75
81879.25,449638.75
81879.75,449638.75
81880.25,449638.75
81880.75,449638.75
81881.25,449638.75
81881.75,449638.75
81882.25,449638.75
81882.75,449638.75
81883.25,449638.75
81883.75,449638.75
81884.25,449638.75
81884.75,449638.75
81885.25,449638.75
81885.75,449638.75
81886.25,449638.75
81886.75,449638.75
81887.25,449638.75
81887.75,449638.75
81888.25,449638.75
81888.75,449638.75
81889.25,449638.75
81889.75,449638.75
81866.25,449638.25
81866.75,449638.25
81867.25,449638.25
81867.75,449638.25
81868.25,449638.25
81868.75,449638.25
81869.25,449638.25
81869.75,449638.25
81870.25,449638.25
81870.75,449638.25
81871.25,449638.25
81871.75,449638.25
81872.25,449638.25
81872.75,449638.25
81873.25,449638.25
81873.75,449638.25
81874.25,449638.25
81874.75,449638.25
81875.25,449638.25
81875.75,449638.25
81876.25,449638.25
81876.75,449638.25
81877.25,449638.25
81877.75,449638.25
81878.25,449638.25
81878.75,449638.25
81879.25,449638.25
81879.75,449638.25
81880.25,449638.25
81880.75,449638.25
81881.25,449638.25
81881.75,449638.25
81882.25,449638.25
81882.75,449638.25
81883.25,449638.25
81883.75,449638.25
81884.25,449638.25
81884.75,449638.25
81885.25,449638.25
81885.75,449638.25
81886.25,449638.25
81886.75,449638.25
81887.25,449638.25
81887.75,449638.25
81888.25,449638.25
81888.75,449638.25
81865.25,449637.75
81865.75,449637.75
81866.25,449637.75
81866.75,449637.75
81867.25,449637.75
81867.75,449637.75
81868.25,449637.75
81868.75,449637.75
81869.25,449637.75
81869.75,449637.75
81870.25,449637.75
81870.75,449637.75
81871.25,449637.75
81871.75,449637.75
81872.25,449637.75
81872.75,449637.75
81873.25,449637.75
81873.75,449637.75
81874.25,449637.75
81874.75,449637.75
81875.25,449637.75
81875.75,449637.75
81876.25,449637.75
81876.75,449637.75
81877.25,449637.75
81877.75,449637.75
81878.25,449637.75
81878.75,449637.75
81879.25,449637.75
81879.75,449637.75
81880.25,449637.75
81880.75,449637.75
81881.25,449637.75
81881.75,449637.75
81882.25,449637.75
81882.75,449637.75
81883.25,449637.75
81883.75,449637.75
81884.25,449637.75
81884.75,449637.75
81885.25,449637.75
81885.75,449637.75
81886.25,449637.75
81886.75,449637.75
81887.25,449637.75
81887.75,449637.75
81864.75,449637.25
81865.25,449637.25
81865.75,449637.25
81866.25,449637.25
81866.75,449637.25
81867.25,449637.25
81867.75,449637.25
81868.25,449637.25
81868.75,449637.25
81869.25,449637.25
81869.75,449637.25
81870.25,449637.25
81870.75,449637.25
81871.25,449637.25
81871.75,449637.25
81872.25,449637.25
81872.75,449637.25
81873.25,449637.25
81873.75,449637.25
81874.25,449637.25
81874.75,449637.25
81875.25,449637.25
81875.75,449637.25
81876.25,449637.25
81876.75,449637.25
81877.25,449637.25
81877.75,449637.25
81878.25,449637.25
81878.75,449637.25
81879.25,449637.25
81879.75,449637.25
81880.25,449637.25
81880.75,449637.25
81881.25,449637.25
81881.75,449637.25
81882.25,449637.25
81882.75,449637.25
81883.25,449637.25
81883.75,449637.25
81884.25,449637.25
81884.75,449637.25
81885.25,449637.25
81885.75,449637.25
81886.25,449637.25
81886.75,449637.25
81887.25,449637.25
81863.75,449636.75
81864.25,449636.75
81864.75,449636.75
81865.25,449636.75
81865.75,449636.75
81866.25,449636.75
81866.75,449636.75
81867.25,449636.75
81867.75,449636.75
81868.25,449636.75
81868.75,449636.75
81869.25,449636.75
81869.75,449636.75
81870.25,449636.75
81870.75,449636.75
81871.25,449636.75
81871.75,449636.75
81872.25,449636.75
81872.75,449636.75
81873.25,449636.75
81873.75,449636.75
81874.25,449636.75
81874.75,449636.75
81875.25,449636.75
81875.75,449636.75
81876.25,449636.75
81876.75,449636.75
81877.25,449636.75
81877.75,449636.75
81878.25,449636.75
81878.75,449636.75
81879.25,449636.75
81879.75,449636.75
81880.25,449636.75
81880.75,449636.75
81881.25,449636.75
81881.75,449636.75
81882.25,449636.75
81882.75,449636.75
81883.25,449636.75
81883.75,449636.75
81884.25,449636.75
81884.75,449636.75
81885.25,449636.75
81885.75,449636.75
81886.25,449636.75
81864.25,449636.25
81864.75,449636.25
81865.25,449636.25
81865.75,449636.25
81866.25,449636.25
81866.75,449636.25
81867.25,449636.25
81867.75,449636.25
81868.25,449636.25
81868.75,449636.25
81869.25,449636.25
81869.75,449636.25
81870.25,449636.25
81870.75,449636.25
81871.25,449636.25
81871.75,449636.25
81872.25,449636.25
81872.75,449636.25
81873.25,449636.25
81873.75,449636.25
81874.25,449636.25
81874.75,449636.25
81875.25,449636.25
81875.75,449636.25
81876.25,449636.25
81876.75,449636.25
81877.25,449636.25
81877.75,449636.25
81878.25,449636.25
81878.75,449636.25
81879.25,449636.25
81879.75,449636.25
81880.25,449636.25
81880.75,449636.25
81881.25,449636.25
81881.75,449636.25
81882.25,449636.25
81882.75,449636.25
81883.25,449636.25
81883.75,449636.25
81884.25,449636.25
81884.75,449636.25
81885.25,449636.25
81885.75,449636.25
81886.25,449636.25
81864.25,449635.75
81864.75,449635.75
81865.25,449635.75
81865.75,449635.75
81866.25,449635.75
81866.75,449635.75
81867.25,449635.75
81867.75,449635.75
81868.25,449635.75
81868.75,449635.75
81869.25,449635.75
81869.75,449635.75
81870.25,449635.75
81870.75,449635.75
81871.25,449635.75
81871.75,449635.75
81872.25,449635.75
81872.75,449635.75
81873.25,449635.75
81873.75,449635.75
81874.25,449635.75
81874.75,449635.75
81875.25,449635.75
81875.75,449635.75
81876.25,449635.75
81876.75,449635.75
81877.25,449635.75
81877.75,449635.75
81878.25,449635.75
81878.75,449635.75
81879.25,449635.75
81879.75,449635.75
81880.25,449635.75
81880.75,449635.75
81881.25,449635.75
81881.75,449635.75
81882.25,449635.75
81882.75,449635.75
81883.25,449635.75
81883.75,449635.75
81884.25,449635.75
81884.75,449635.75
81885.25,449635.75
81885.75,449635.75
81886.25,449635.75
81864.75,449635.25
81865.25,449635.25
81865.75,449635.25
81866.25,449635.25
81866.75,449635.25
81867.25,449635.25
81867.75,449635.25
81868.25,449635.25
81868.75,449635.25
81869.25,449635.25
81869.75,449635.25
81870.25,449635.25
81870.75,449635.25
81871.25,449635.25
81871.75,449635.25
81872.25,449635.25
81872.75,449635.25
81873.25,449635.25
81873.75,449635.25
81874.25,449635.25
81874.75,449635.25
81875.25,449635.25
81875.75,449635.25
81876.25,449635.25
81876.75,449635.25
81877.25,449635.25
81877.75,449635.25
81878.25,449635.25
81878.75,449635.25
81879.25,449635.25
81879.75,449635.25
81880.25,449635.25
81880.75,449635.25
81881.25,449635.25
81881.75,449635.25
81882.25,449635.25
81882.75,449635.25
81883.25,449635.25
81883.75,449635.25
81884.25,449635.25
81884.75,449635.25
81885.25,449635.25
81885.75,449635.25
81886.25,449635.25
81886.75,449635.25
81864.75,449634.75
81865.25,449634.75
81865.75,449634.75
81866.25,449634.75
81866.75,449634.75
81867.25,449634.75
81867.75,449634.75
81868.25,449634.75
81868.75,449634.75
81869.25,449634.75
81869.75,449634.75
81870.25,449634.75
81870.75,449634.75
81871.25,449634.75
81871.75,449634.75
81872.25,449634.75
81872.75,449634.75
81873.25,449634.75
81873.75,449634.75
81874.25,449634.75
81874.75,449634.75
81875.25,449634.75
81875.75,449634.75
81876.25,449634.75
81876.75,449634.75
81877.25,449634.75
81877.75,449634.75
81878.25,449634.75
81878.75,449634.75
81879.25,449634.75
81879.75,449634.75
81880.25,449634.75
81880.75,449634.75
81881.25,449634.75
81881.75,449634.75
81882.25,449634.75
81882.75,449634.75
81883.25,449634.75
81883.75,449634.75
81884.25,449634.75
81884.75,449634.75
81885.25,449634.75
81885.75,449634.75
81886.25,449634.75
81886.75,449634.75
81865.25,449634.25
81865.75,449634.25
81866.25,449634.25
81866.75,449634.25
81867.25,449634.25
81867.75,449634.25
81868.25,449634.25
81868.75,449634.25
81869.25,449634.25
81869.75,449634.25
81870.25,449634.25
81870.75,449634.25
81871.25,449634.25
81871.75,449634.25
81872.25,449634.25
81872.75,449634.25
81873.25,449634.25
81873.75,449634.25
81874.25,449634.25
81874.75,449634.25
81875.25,449634.25
81875.75,449634.25
81876.25,449634.25
81876.75,449634.25
81877.25,449634.25
81877.75,449634.25
81878.25,449634.25
81878.75,449634.25
81879.25,449634.25
81879.75,449634.25
81880.25,449634.25
81880.75,449634.25
81881.25,449634.25
81881.75,449634.25
81882.25,449634.25
81882.75,449634.25
81883.25,449634.25
81883.75,449634.25
81884.25,449634.25
81884.75,449634.25
81885.25,449634.25
81885.75,449634.25
81886.25,449634.25
81886.75,449634.25
81887.25,449634.25
81888.75,449634.25
81889.25,449634.25
81865.25,449633.75
81865.75,449633.75
81866.25,449633.75
81866.75,449633.75
81867.25,449633.75
81867.75,449633.75
81868.25,449633.75
81868.75,449633.75
81869.25,449633.75
81869.75,449633.75
81870.25,449633.75
81870.75,449633.75
81871.25,449633.75
81871.75,449633.75
81872.25,449633.75
81872.75,449633.75
81873.25,449633.75
81873.75,449633.75
81874.25,449633.75
81874.75,449633.75
81875.25,449633.75
81875.75,449633.75
81876.25,449633.75
81876.75,449633.75
81877.25,449633.75
81877.75,449633.75
81878.25,449633.75
81878.75,449633.75
81879.25,449633.75
81879.75,449633.75
81880.25,449633.75
81880.75,449633.75
81881.25,449633.75
81881.75,449633.75
81882.25,449633.75
81882.75,449633.75
81883.25,449633.75
81883.75,449633.75
81884.25,449633.75
81884.75,449633.75
81885.25,449633.75
81885.75,449633.75
81886.25,449633.75
81886.75,449633.75
81887.25,449633.75
81887.75,449633.75
81888.25,449633.75
81888.75,449633.75
81889.25,449633.75
81889.75,449633.75
81865.75,449633.25
81866.25,449633.25
81866.75,449633.25
81867.25,449633.25
81867.75,449633.25
81868.25,449633.25
81868.75,449633.25
81869.25,449633.25
81869.75,449633.25
81870.25,449633.25
81870.75,449633.25
81871.25,449633.25
81871.75,449633.25
81872.25,449633.25
81872.75,449633.25
81873.25,449633.25
81873.75,449633.25
81874.25,449633.25
81874.75,449633.25
81875.25,449633.25
81875.75,449633.25
81876.25,449633.25
81876.75,449633.25
81877.25,449633.25
81877.75,449633.25
81878.25,449633.25
81878.75,449633.25
81879.25,449633.25
81879.75,449633.25
81880.25,449633.25
81880.75,449633.25
81881.25,449633.25
81881.75,449633.25
81882.25,449633.25
81882.75,449633.25
81883.25,449633.25
81883.75,449633.25
81884.25,449633.25
81884.75,449633.25
81885.25,449633.25
81885.75,449633.25
81886.25,449633.25
81886.75,449633.25
81887.25,449633.25
81887.75,449633.25
81888.25,449633.25
81888.75,449633.25
81889.25,449633.25
81889.75,449633.25
81866.25,449632.75
81866.75,449632.75
81867.25,449632.75
81867.75,449632.75
81868.25,449632.75
81868.75,449632.75
81869.25,449632.75
81869.75,449632.75
81870.25,449632.75
81870.75,449632.75
81871.25,449632.75
81871.75,449632.75
81872.25,449632.75
81872.75,449632.75
81873.25,449632.75
81873.75,449632.75
81874.25,449632.75
81874.75,449632.75
81875.25,449632.75
81875.75,449632.75
81876.25,449632.75
81876.75,449632.75
81877.25,449632.75
81877.75,449632.75
81878.25,449632.75
81878.75,449632.75
81879.25,449632.75
81879.75,449632.75
81880.25,449632.75
81880.75,449632.75
81881.25,449632.75
81881.75,449632.75
81882.25,449632.75
81882.75,449632.75
81883.25,449632.75
81883.75,449632.75
81884.25,449632.75
81884.75,449632.75
81885.25,449632.75
81885.75,449632.75
81886.25,449632.75
81886.75,449632.75
81887.25,449632.75
81887.75,449632.75
81888.25,449632.75
81888.75,449632.75
81889.25,449632.75
81866.25,449632.25
81866.75,449632.25
81867.25,449632.25
81867.75,449632.25
81868.25,449632.25
81868.75,449632.25
81869.25,449632.25
81869.75,449632.25
81870.25,449632.25
81870.75,449632.25
81871.25,449632.25
81871.75,449632.25
81872.25,449632.25
81872.75,449632.25
81873.25,449632.25
81873.75,449632.25
81874.25,449632.25
81874.75,449632.25
81875.25,449632.25
81875.75,449632.25
81876.25,449632.25
81876.75,449632.25
81877.25,449632.25
81877.75,449632.25
81878.25,449632.25
81878.75,449632.25
81879.25,449632.25
81879.75,449632.25
81880.25,449632.25
81880.75,449632.25
81881.25,449632.25
81881.75,449632.25
81882.25,449632.25
81882.75,449632.25
81883.25,449632.25
81883.75,449632.25
81884.25,449632.25
81884.75,449632.25
81885.25,449632.25
81885.75,449632.25
81886.25,449632.25
81886.75,449632.25
81887.25,449632.25
81887.75,449632.25
81888.25,449632.25
81888.75,449632.25
81889.25,449632.25
81866.75,449631.75
81867.25,449631.75
81867.75,449631.75
81868.25,449631.75
81868.75,449631.75
81869.25,449631.75
81869.75,449631.75
81870.25,449631.75
81870.75,449631.75
81871.25,449631.75
81871.75,449631.75
81872.25,449631.75
81872.75,449631.75
81873.25,449631.75
81873.75,449631.75
81874.25,449631.75
81874.75,449631.75
81875.25,449631.75
81875.75,449631.75
81876.25,449631.75
81876.75,449631.75
81877.25,449631.75
81877.75,449631.75
81878.25,449631.75
81878.75,449631.75
81879.25,449631.75
81879.75,449631.75
81880.25,449631.75
81880.75,449631.75
81881.25,449631.75
81881.75,449631.75
81882.25,449631.75
81882.75,449631.75
81883.25,449631.75
81883.75,449631.75
81884.25,449631.75
81884.75,449631.75
81885.25,449631.75
81885.75,449631.75
81886.25,449631.75
81886.75,449631.75
81887.25,449631.75
81887.75,449631.75
81888.25,449631.75
81888.75,449631.75
81889.25,449631.75
81866.75,449631.25
81867.25,449631.25
81867.75,449631.25
81868.25,449631.25
81868.75,449631.25
81869.25,449631.25
81869.75,449631.25
81870.25,449631.25
81870.75,449631.25
81871.25,449631.25
81871.75,449631.25
81872.25,449631.25
81872.75,449631.25
81873.25,449631.25
81873.75,449631.25
81874.25,449631.25
81874.75,449631.25
81875.25,449631.25
81875.75,449631.25
81876.25,449631.25
81876.75,449631.25
81877.25,449631.25
81877.75,449631.25
81878.25,449631.25
81878.75,449631.25
81879.25,449631.25
81879.75,449631.25
81880.25,449631.25
81880.75,449631.25
81881.25,449631.25
81881.75,449631.25
81882.25,449631.25
81882.75,449631.25
81883.25,449631.25
81883.75,449631.25
81884.25,449631.25
81884.75,449631.25
81885.25,449631.25
81885.75,449631.25
81886.25,449631.25
81886.75,449631.25
81887.25,449631.25
81887.75,449631.25
81888.25,449631.25
81888.75,449631.25
81889.25,449631.25
81867.25,449630.75
81867.75,449630.75
81868.25,449630.75
81868.75,449630.75
81869.25,449630.75
81869.75,449630.75
81870.25,449630.75
81870.75,449630.75
81871.25,449630.75
81871.75,449630.75
81872.25,449630.75
81872.75,449630.75
81873.25,449630.75
81873.75,449630.75
81874.25,449630.75
81874.75,449630.75
81875.25,449630.75
81875.75,449630.75
81876.25,449630.75
81876.75,449630.75
81877.25,449630.75
81877.75,449630.75
81878.25,449630.75
81878.75,449630.75
81879.25,449630.75
81879.75,449630.75
81880.25,449630.75
81880.75,449630.75
81881.25,449630.75
81881.75,449630.75
81882.25,449630.75
81882.75,449630.75
81883.25,449630.75
81883.75,449630.75
81884.25,449630.75
81884.75,449630.75
81885.25,449630.75
81885.75,449630.75
81886.25,449630.75
81886.75,449630.75
81887.25,449630.75
81887.75,449630.75
81888.25,449630.75
81888.75,449630.75
81889.25,449630.75
81889.75,449630.75
81867.25,449630.25
81867.75,449630.25
81868.25,449630.25
81868.75,449630.25
81869.25,449630.25
81869.75,449630.25
81870.25,449630.25
81870.75,449630.25
81871.25,449630.25
81871.75,449630.25
81872.25,449630.25
81872.75,449630.25
81873.25,449630.25
81873.75,449630.25
81874.25,449630.25
81874.75,449630.25
81875.25,449630.25
81875.75,449630.25
81876.25,449630.25
81876.75,449630.25
81877.25,449630.25
81877.75,449630.25
81878.25,449630.25
81878.75,449630.25
81879.25,449630.25
81879.75,449630.25
81880.25,449630.25
81880.75,449630.25
81881.25,449630.25
81881.75,449630.25
81882.25,449630.25
81882.75,449630.25
81883.25,449630.25
81883.75,449630.25
81884.25,449630.25
81884.75,449630.25
81885.25,449630.25
81885.75,449630.25
81886.25,449630.25
81886.75,449630.25
81887.25,449630.25
81887.75,449630.25
81888.25,449630.25
81888.75,449630.25
81889.25,449630.25
81889.75,449630.25
81867.75,449629.75
81868.25,449629.75
81868.75,449629.75
81869.25,449629.75
81869.75,449629.75
81870.25,449629.75
81870.75,449629.75
81871.25,449629.75
81871.75,449629.75
81872.25,449629.75
81872.75,449629.75
81873.25,449629.75
81873.75,449629.75
81874.25,449629.75
81874.75,449629.75
81875.25,449629.75
81875.75,449629.75
81876.25,449629.75
81876.75,449629.75
81877.25,449629.75
81877.75,449629.75
81878.25,449629.75
81878.75,449629.75
81879.25,449629.75
81879.75,449629.75
81880.25,449629.75
81880.75,449629.75
81881.25,449629.75
81881.75,449629.75
81882.25,449629.75
81882.75,449629.75
81883.25,449629.75
81883.75,449629.75
81884.25,449629.75
81884.75,449629.75
81885.25,449629.75
81885.75,449629.75
81886.25,449629.75
81886.75,449629.75
81887.25,449629.75
81887.75,449629.75
81888.25,449629.75
81888.75,449629.75
81889.25,449629.75
81889.75,449629.75
81890.25,449629.75
81868.25,449629.25
81868.75,449629.25
81869.25,449629.25
81869.75,449629.25
81870.25,449629.25
81870.75,449629.25
81871.25,449629.25
81871.75,449629.25
81872.25,449629.25
81872.75,449629.25
81873.25,449629.25
81873.75,449629.25
81874.25,449629.25
81874.75,449629.25
81875.25,449629.25
81875.75,449629.25
81876.25,449629.25
81876.75,449629.25
81877.25,449629.25
81877.75,449629.25
81878.25,449629.25
81878.75,449629.25
81879.25,449629.25
81879.75,449629.25
81880.25,449629.25
81880.75,449629.25
81881.25,449629.25
81881.75,449629.25
81882.25,449629.25
81882.75,449629.25
81883.25,449629.25
81883.75,449629.25
81884.25,449629.25
81884.75,449629.25
81885.25,449629.25
81885.75,449629.25
81886.25,449629.25
81886.75,449629.25
81887.25,449629.25
81887.75,449629.25
81888.25,449629.25
81888.75,449629.25
81889.25,449629.25
81889.75,449629.25
81890.25,449629.25
81890.75,449629.25
81891.75,449629.25
81868.25,449628.75
81868.75,449628.75
81869.25,449628.75
81869.75,449628.75
81870.25,449628.75
81870.75,449628.75
81871.25,449628.75
81871.75,449628.75
81872.25,449628.75
81872.75,449628.75
81873.25,449628.75
81873.75,449628.75
81874.25,449628.75
81874.75,449628.75
81875.25,449628.75
81875.75,449628.75
81876.25,449628.75
81876.75,449628.75
81877.25,449628.75
81877.75,449628.75
81878.25,449628.75
81878.75,449628.75
81879.25,449628.75
81879.75,449628.75
81880.25,449628.75
81880.75,449628.75
81881.25,449628.75
81881.75,449628.75
81882.25,449628.75
81882.75,449628.75
81883.25,449628.75
81883.75,449628.75
81884.25,449628.75
81884.75,449628.75
81885.25,449628.75
81885.75,449628.75
81886.25,449628.75
81886.75,449628.75
81887.25,449628.75
81887.75,449628.75
81888.25,449628.75
81888.75,449628.75
81889.25,449628.75
81889.75,449628.75
81890.25,449628.75
81890.75,449628.75
81868.75,449628.25
81869.25,449628.25
81869.75,449628.25
81870.25,449628.25
81870.75,449628.25
81871.25,449628.25
81871.75,449628.25
81872.25,449628.25
81872.75,449628.25
81873.25,449628.25
81873.75,449628.25
81874.25,449628.25
81874.75,449628.25
81875.25,449628.25
81875.75,449628.25
81876.25,449628.25
81876.75,449628.25
81877.25,449628.25
81877.75,449628.25
81878.25,449628.25
81878.75,449628.25
81879.25,449628.25
81879.75,449628.25
81880.25,449628.25
81880.75,449628.25
81881.25,449628.25
81881.75,449628.25
81882.25,449628.25
81882.75,449628.25
81883.25,449628.25
