Depot,X,Y,Objective weight,N_Drones, ROI, Profit, Costs, Revenue, Initial Costs, Orders Delivered
depot_280_380,280,380,-0.3,10.0,1209.40,2306200.30,1819212.20,4125412.50,190690.00,192.0
depot_280_400,280,400,-0.3,10.0,1310.34,2498691.84,1832945.66,4331637.50,190690.00,200.0
depot_280_420,280,420,-0.3,10.0,1288.34,2456732.97,1841142.03,4297875.00,190690.00,196.0
depot_280_440,280,440,-0.3,10.0,1278.36,2437695.64,1849229.36,4286925.00,190690.00,193.0
depot_280_460,280,460,-0.3,10.0,1299.62,2478243.61,1858868.89,4337112.50,190690.00,197.0
depot_280_480,280,480,-0.3,10.0,1336.99,2549503.69,1859696.31,4409200.00,190690.00,199.0
depot_300_280,300,280,-0.3,10.0,1269.95,2421664.90,1766710.10,4188375.00,190690.00,191.0
depot_300_300,300,300,-0.3,10.0,1251.54,2386559.21,1778090.79,4164650.00,190690.00,194.0
depot_300_320,300,320,-0.3,10.0,1333.46,2542767.92,1788869.58,4331637.50,190690.00,196.0
depot_300_340,300,340,-0.3,10.0,1264.65,2411554.37,1800089.38,4211643.75,190690.00,198.0
depot_300_360,300,360,-0.3,10.0,1253.39,2390084.65,1807415.35,4197500.00,190690.00,193.0
depot_300_380,300,380,-0.3,10.0,1344.23,2563308.87,1820341.13,4383650.00,190690.00,200.0
depot_300_400,300,400,-0.3,10.0,1310.98,2499911.19,1827620.06,4327531.25,190690.00,196.0
depot_300_420,300,420,-0.3,10.0,1208.53,2304554.31,1834089.44,4138643.75,190690.00,191.0
depot_300_440,300,440,-0.3,10.0,1300.69,2480289.16,1845417.09,4325706.25,190690.00,199.0
depot_300_460,300,460,-0.3,10.0,1272.62,2426762.32,1849212.68,4275975.00,190690.00,196.0
depot_300_480,300,480,-0.3,10.0,1241.07,2366598.09,1849151.91,4215750.00,190690.00,196.0
depot_320_280,320,280,-0.3,10.0,1302.48,2483696.41,1766728.59,4250425.00,190690.00,196.0
depot_320_300,320,300,-0.3,10.0,1329.92,2536029.26,1777358.24,4313387.50,190690.00,198.0
depot_320_320,320,320,-0.3,10.0,1268.15,2418241.64,1783820.86,4202062.50,190690.00,191.0
depot_320_340,320,340,-0.3,10.0,1255.11,2393371.99,1795459.26,4188831.25,190690.00,196.0
depot_320_360,320,360,-0.3,10.0,1213.15,2313348.95,1802026.05,4115375.00,190690.00,190.0
depot_320_380,320,380,-0.3,10.0,1262.93,2408286.55,1813394.70,4221681.25,190690.00,195.0
depot_320_400,320,400,-0.3,10.0,1182.96,2255781.47,1820356.03,4076137.50,190690.00,192.0
depot_320_420,320,420,-0.3,10.0,1266.84,2415732.24,1829217.76,4244950.00,190690.00,195.0
depot_320_440,320,440,-0.3,10.0,1333.50,2542842.16,1836245.34,4379087.50,190690.00,197.0
depot_320_460,320,460,-0.3,10.0,1218.76,2324062.77,1839674.73,4163737.50,190690.00,197.0
depot_320_480,320,480,-0.3,10.0,1295.64,2470664.88,1839528.87,4310193.75,190690.00,197.0
