Depot,X,Y,Objective weight,N_Drones, ROI, Profit, Costs, Revenue, Initial Costs, Orders Delivered
depot_260_420,260,420,-0.3,10.0,1183.53,2256878.77,1836139.98,4093018.75,190690.00,184.0
depot_260_440,260,440,-0.3,10.0,1213.24,2313520.98,1845654.02,4159175.00,190690.00,183.0
depot_260_460,260,460,-0.3,10.0,1197.33,2283180.66,1855463.09,4138643.75,190690.00,183.0
depot_260_480,260,480,-0.3,10.0,1196.91,2282396.24,1857616.26,4140012.50,190690.00,187.0
depot_280_280,280,280,-0.3,10.0,1246.20,2376371.50,1765009.75,4141381.25,190690.00,185.0
depot_280_300,280,300,-0.3,10.0,1119.09,2133999.90,1770587.60,3904587.50,190690.00,175.0
depot_280_320,280,320,-0.3,10.0,1166.58,2224554.30,1782233.20,4006787.50,190690.00,178.0
depot_280_340,280,340,-0.3,10.0,1188.81,2266948.70,1794132.55,4061081.25,190690.00,181.0
depot_280_360,280,360,-0.3,10.0,1230.93,2347256.20,1805531.30,4152787.50,190690.00,185.0
depot_280_380,280,380,-0.3,10.0,1168.25,2227743.07,1813263.18,4041006.25,190690.00,180.0
depot_280_400,280,400,-0.3,10.0,1218.35,2323266.52,1826327.23,4149593.75,190690.00,186.0
depot_280_420,280,420,-0.3,10.0,1207.48,2302550.40,1836549.60,4139100.00,190690.00,187.0
depot_280_440,280,440,-0.3,10.0,1199.65,2287619.32,1845093.18,4132712.50,190690.00,185.0
depot_280_460,280,460,-0.3,10.0,1192.90,2274737.42,1851131.33,4125868.75,190690.00,181.0
depot_280_480,280,480,-0.3,10.0,1164.83,2221210.31,1850820.94,4072031.25,190690.00,180.0
depot_300_280,300,280,-0.3,10.0,1181.86,2253697.59,1761302.41,4015000.00,190690.00,180.0
depot_300_300,300,300,-0.3,10.0,1225.47,2336857.89,1771673.36,4108531.25,190690.00,181.0
depot_300_320,300,320,-0.3,10.0,1225.88,2337637.74,1782756.01,4120393.75,190690.00,183.0
depot_300_340,300,340,-0.3,10.0,1196.64,2281875.60,1793349.40,4075225.00,190690.00,184.0
depot_300_360,300,360,-0.3,10.0,1171.56,2234052.78,1801022.22,4035075.00,190690.00,180.0
depot_300_380,300,380,-0.3,10.0,1186.24,2262043.64,1811356.36,4073400.00,190690.00,181.0
depot_300_400,300,400,-0.3,10.0,1144.41,2182281.73,1819030.77,4001312.50,190690.00,178.0
depot_300_420,300,420,-0.3,10.0,1220.16,2326721.71,1831084.54,4157806.25,190690.00,185.0
depot_300_440,300,440,-0.3,10.0,1157.82,2207852.76,1837715.99,4045568.75,190690.00,183.0
depot_300_460,300,460,-0.3,10.0,1219.10,2324701.64,1843142.11,4167843.75,190690.00,184.0
depot_300_480,300,480,-0.3,10.0,1215.51,2317857.89,1842229.61,4160087.50,190690.00,182.0
depot_320_280,320,280,-0.3,10.0,1122.37,2140255.17,1756576.08,3896831.25,190690.00,175.0
depot_320_300,320,300,-0.3,10.0,1188.87,2267048.39,1769851.61,4036900.00,190690.00,182.0
depot_320_320,320,320,-0.3,10.0,1268.33,2418581.97,1780743.03,4199325.00,190690.00,185.0
depot_320_340,320,340,-0.3,10.0,1208.95,2305352.20,1789035.30,4094387.50,190690.00,182.0
depot_320_360,320,360,-0.3,10.0,1148.16,2189431.27,1796824.98,3986256.25,190690.00,179.0
depot_320_380,320,380,-0.3,10.0,1180.93,2251919.96,1805967.54,4057887.50,190690.00,180.0
depot_320_400,320,400,-0.3,10.0,1110.12,2116892.62,1813244.88,3930137.50,190690.00,177.0
depot_320_420,320,420,-0.3,10.0,1197.74,2283973.22,1823645.53,4107618.75,190690.00,183.0
depot_320_440,320,440,-0.3,10.0,1231.18,2347737.32,1831512.68,4179250.00,190690.00,187.0
depot_320_460,320,460,-0.3,10.0,1228.14,2341947.23,1834109.02,4176056.25,190690.00,186.0
depot_320_480,320,480,-0.3,10.0,1222.20,2330613.90,1833579.85,4164193.75,190690.00,185.0
