Depot,X,Y,Objective weight,N_Drones, ROI, Profit, Costs, Revenue, Initial Costs, Orders Delivered
depot_200_440,200,440,-0.3,10.0,1066.78,2034234.96,1821533.79,3855768.75,190690.00,176.0
depot_200_460,200,460,-0.3,10.0,1009.72,1925426.68,1823123.32,3748550.00,190690.00,173.0
depot_200_480,200,480,-0.3,10.0,1165.60,2222682.90,1828817.10,4051500.00,190690.00,185.0
depot_220_280,220,280,-0.3,10.0,1098.18,2094111.45,1758463.55,3852575.00,190690.00,176.0
depot_220_300,220,300,-0.3,10.0,1079.32,2058149.82,1767050.18,3825200.00,190690.00,173.0
depot_220_320,220,320,-0.3,10.0,1097.12,2092095.62,1779185.63,3871281.25,190690.00,178.0
depot_220_340,220,340,-0.3,10.0,1105.68,2108429.75,1788857.75,3897287.50,190690.00,178.0
depot_220_360,220,360,-0.3,10.0,1096.36,2090658.14,1798416.86,3889075.00,190690.00,178.0
depot_220_380,220,380,-0.3,10.0,1088.14,2074975.60,1808168.15,3883143.75,190690.00,179.0
depot_220_400,220,400,-0.3,10.0,1063.15,2027317.04,1815676.71,3842993.75,190690.00,176.0
depot_220_420,220,420,-0.3,10.0,1026.14,1956737.85,1822837.15,3779575.00,190690.00,174.0
depot_220_440,220,440,-0.3,10.0,1070.59,2041513.20,1832049.30,3873562.50,190690.00,179.0
depot_220_460,220,460,-0.3,10.0,1080.39,2060204.45,1836626.80,3896831.25,190690.00,180.0
depot_220_480,220,480,-0.3,10.0,1127.15,2149367.67,1836432.33,3985800.00,190690.00,180.0
depot_240_280,240,280,-0.3,10.0,1095.46,2088926.38,1760911.12,3849837.50,190690.00,177.0
depot_240_300,240,300,-0.3,10.0,1112.38,2121206.28,1771518.72,3892725.00,190690.00,178.0
depot_240_320,240,320,-0.3,10.0,1085.36,2069671.04,1781078.96,3850750.00,190690.00,177.0
depot_240_340,240,340,-0.3,10.0,1060.36,2021992.83,1789975.92,3811968.75,190690.00,175.0
depot_240_360,240,360,-0.3,10.0,1068.46,2037437.08,1800081.67,3837518.75,190690.00,175.0
depot_240_380,240,380,-0.3,10.0,1059.90,2021132.58,1809542.42,3830675.00,190690.00,174.0
depot_240_400,240,400,-0.3,10.0,1137.14,2168413.89,1822861.11,3991275.00,190690.00,182.0
depot_240_420,240,420,-0.3,10.0,1055.65,2013027.44,1829510.06,3842537.50,190690.00,176.0
depot_240_440,240,440,-0.3,10.0,998.73,1904478.50,1837227.75,3741706.25,190690.00,174.0
depot_240_460,240,460,-0.3,10.0,1131.63,2157912.93,1847505.82,4005418.75,190690.00,183.0
depot_240_480,240,480,-0.3,10.0,1082.33,2063901.12,1844792.63,3908693.75,190690.00,177.0
depot_260_280,260,280,-0.3,10.0,1071.74,2043703.91,1759596.09,3803300.00,190690.00,173.0
depot_260_300,260,300,-0.3,10.0,1138.77,2171520.67,1774129.33,3945650.00,190690.00,182.0
depot_260_320,260,320,-0.3,10.0,1094.44,2086981.23,1782931.27,3869912.50,190690.00,179.0
depot_260_340,260,340,-0.3,10.0,1068.57,2037659.65,1791190.35,3828850.00,190690.00,175.0
depot_260_360,260,360,-0.3,10.0,1063.81,2028582.06,1801636.69,3830218.75,190690.00,175.0
depot_260_380,260,380,-0.3,10.0,1072.59,2045325.82,1812267.93,3857593.75,190690.00,176.0
depot_260_400,260,400,-0.3,10.0,1047.95,1998335.60,1821389.40,3819725.00,190690.00,174.0
depot_260_420,260,420,-0.3,10.0,1112.87,2122139.16,1835829.59,3957968.75,190690.00,183.0
depot_260_440,260,440,-0.3,10.0,1101.55,2100543.85,1844649.90,3945193.75,190690.00,180.0
depot_260_460,260,460,-0.3,10.0,1072.18,2044537.60,1854118.65,3898656.25,190690.00,180.0
depot_260_480,260,480,-0.3,10.0,1142.19,2178048.69,1854745.06,4032793.75,190690.00,181.0
depot_280_280,280,280,-0.3,10.0,1137.87,2169811.79,1762606.96,3932418.75,190690.00,180.0
depot_280_300,280,300,-0.3,10.0,1027.56,1959450.62,1769936.88,3729387.50,190690.00,174.0
depot_280_320,280,320,-0.3,10.0,1140.60,2175017.53,1782038.72,3957056.25,190690.00,178.0
depot_280_340,280,340,-0.3,10.0,1102.25,2101889.05,1792660.95,3894550.00,190690.00,179.0
depot_280_360,280,360,-0.3,10.0,1155.78,2203957.24,1804199.01,4008156.25,190690.00,182.0
depot_280_380,280,380,-0.3,10.0,1067.94,2036452.78,1812472.22,3848925.00,190690.00,178.0
depot_280_400,280,400,-0.3,10.0,1128.84,2152580.40,1824094.60,3976675.00,190690.00,181.0
depot_280_420,280,420,-0.3,10.0,1021.56,1948007.69,1829286.06,3777293.75,190690.00,171.0
depot_280_440,280,440,-0.3,10.0,1049.60,2001489.79,1841503.96,3842993.75,190690.00,177.0
depot_280_460,280,460,-0.3,10.0,1048.07,1998560.31,1848995.94,3847556.25,190690.00,176.0
depot_280_480,280,480,-0.3,10.0,1086.90,2072606.51,1850687.24,3923293.75,190690.00,180.0
depot_300_280,300,280,-0.3,10.0,1079.67,2058818.07,1759538.18,3818356.25,190690.00,176.0
depot_300_300,300,300,-0.3,10.0,1141.45,2176629.06,1772214.69,3948843.75,190690.00,182.0
depot_300_320,300,320,-0.3,10.0,1081.19,2061715.88,1778996.62,3840712.50,190690.00,175.0
depot_300_340,300,340,-0.3,10.0,1105.66,2108384.67,1790727.83,3899112.50,190690.00,179.0
depot_300_360,300,360,-0.3,10.0,1067.72,2036040.28,1798740.97,3834781.25,190690.00,175.0
depot_300_380,300,380,-0.3,10.0,1091.10,2080614.15,1808460.85,3889075.00,190690.00,175.0
depot_300_400,300,400,-0.3,10.0,1103.67,2104585.53,1820533.22,3925118.75,190690.00,181.0
depot_300_420,300,420,-0.3,10.0,1066.09,2032933.17,1826941.83,3859875.00,190690.00,176.0
depot_300_440,300,440,-0.3,10.0,1056.30,2014256.90,1834668.10,3848925.00,190690.00,176.0
depot_300_460,300,460,-0.3,10.0,1014.16,1933902.02,1837460.48,3771362.50,190690.00,172.0
depot_300_480,300,480,-0.3,10.0,1042.08,1987137.41,1839431.34,3826568.75,190690.00,176.0
depot_320_280,320,280,-0.3,10.0,1091.68,2081721.47,1756709.78,3838431.25,190690.00,175.0
depot_320_300,320,300,-0.3,10.0,1100.85,2099209.16,1766597.09,3865806.25,190690.00,175.0
depot_320_320,320,320,-0.3,10.0,1162.28,2216353.83,1779483.67,3995837.50,190690.00,182.0
depot_320_340,320,340,-0.3,10.0,1097.33,2092490.08,1786547.42,3879037.50,190690.00,177.0
depot_320_360,320,360,-0.3,10.0,1069.66,2039732.65,1795048.60,3834781.25,190690.00,175.0
depot_320_380,320,380,-0.3,10.0,1056.46,2014572.73,1804696.02,3819268.75,190690.00,177.0
depot_320_400,320,400,-0.3,10.0,1058.66,2018762.40,1812825.10,3831587.50,190690.00,176.0
depot_320_420,320,420,-0.3,10.0,1125.42,2146057.64,1824686.11,3970743.75,190690.00,186.0
depot_320_440,320,440,-0.3,10.0,1043.59,1990030.79,1826044.21,3816075.00,190690.00,176.0
depot_320_460,320,460,-0.3,10.0,1012.06,1929892.70,1828694.80,3758587.50,190690.00,174.0
depot_320_480,320,480,-0.3,10.0,1120.94,2137522.92,1831852.08,3969375.00,190690.00,181.0
