Depot,X,Y,Objective weight,N_Drones, ROI, Profit, Costs, Revenue, Initial Costs, Orders Delivered
depot_280_360,280,360,-0.3,10.0,1150.87,2194601.30,1806711.20,4001312.50,190690.00,187.0
depot_280_380,280,380,-0.3,10.0,1130.52,2155783.65,1816328.85,3972112.50,190690.00,186.0
depot_280_400,280,400,-0.3,10.0,1133.62,2161705.40,1824094.60,3985800.00,190690.00,181.0
depot_280_420,280,420,-0.3,10.0,1060.25,2021786.49,1833526.01,3855312.50,190690.00,180.0
depot_280_440,280,440,-0.3,10.0,1026.76,1957927.26,1843547.74,3801475.00,190690.00,181.0
depot_280_460,280,460,-0.3,10.0,1112.85,2122094.67,1852755.33,3974850.00,190690.00,184.0
depot_280_480,280,480,-0.3,10.0,1128.43,2151799.54,1854075.46,4005875.00,190690.00,187.0
depot_300_280,300,280,-0.3,10.0,1067.17,2034995.83,1760547.92,3795543.75,190690.00,178.0
depot_300_300,300,300,-0.3,10.0,1052.06,2006168.26,1769300.49,3775468.75,190690.00,175.0
depot_300_320,300,320,-0.3,10.0,1080.10,2059647.79,1781977.21,3841625.00,190690.00,181.0
depot_300_340,300,340,-0.3,10.0,1057.68,2016891.58,1789145.92,3806037.50,190690.00,175.0
depot_300_360,300,360,-0.3,10.0,1103.21,2103705.51,1801794.49,3905500.00,190690.00,181.0
depot_300_380,300,380,-0.3,10.0,1091.30,2080997.47,1811727.53,3892725.00,190690.00,182.0
depot_300_400,300,400,-0.3,10.0,1132.57,2159694.55,1821542.95,3981237.50,190690.00,183.0
depot_300_420,300,420,-0.3,10.0,1078.41,2056427.24,1829454.01,3885881.25,190690.00,181.0
depot_300_440,300,440,-0.3,10.0,1134.75,2163858.28,1838822.97,4002681.25,190690.00,185.0
depot_300_460,300,460,-0.3,10.0,1080.55,2060508.58,1842253.92,3902762.50,190690.00,182.0
depot_300_480,300,480,-0.3,10.0,1150.05,2193034.24,1844322.01,4037356.25,190690.00,186.0
depot_320_280,320,280,-0.3,10.0,1099.56,2096753.41,1759015.34,3855768.75,190690.00,180.0
depot_320_300,320,300,-0.3,10.0,1059.60,2020551.84,1767691.91,3788243.75,190690.00,177.0
depot_320_320,320,320,-0.3,10.0,1040.07,1983307.31,1777105.19,3760412.50,190690.00,177.0
depot_320_340,320,340,-0.3,10.0,1079.07,2057681.38,1786681.12,3844362.50,190690.00,177.0
depot_320_360,320,360,-0.3,10.0,1075.23,2050347.95,1797208.30,3847556.25,190690.00,180.0
depot_320_380,320,380,-0.3,10.0,1080.75,2060891.45,1805827.30,3866718.75,190690.00,179.0
depot_320_400,320,400,-0.3,10.0,1123.24,2141901.29,1815611.21,3957512.50,190690.00,182.0
depot_320_420,320,420,-0.3,10.0,1127.20,2149464.55,1823560.45,3973025.00,190690.00,183.0
depot_320_440,320,440,-0.3,10.0,1108.55,2113887.70,1829937.30,3943825.00,190690.00,184.0
depot_320_460,320,460,-0.3,10.0,1035.17,1973966.64,1830702.11,3804668.75,190690.00,178.0
depot_320_480,320,480,-0.3,10.0,1099.38,2096399.64,1832825.36,3929225.00,190690.00,183.0
